Id,item_cnt_month
0,1.0
1,1.3404255319148937
2,1.1111111111111112
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.3404255319148937
9,1.0
10,1.1587301587301588
11,1.0
12,1.0
13,1.125
14,1.1264367816091954
15,1.082191780821918
16,1.0
17,1.0
18,1.25
19,1.25
20,1.0909090909090908
21,1.0
22,1.121212121212121
23,1.0
24,1.0625
25,1.0
26,1.0
27,1.0769230769230769
28,1.08
29,1.3636363636363635
30,0.8823529411764706
31,1.0434782608695652
32,1.0434782608695652
33,1.0666666666666667
34,1.0
35,1.0
36,0.5
37,1.1428571428571428
38,1.0
39,1.0
40,1.0
41,1.0666666666666667
42,1.096774193548387
43,1.2335766423357664
44,1.5
45,1.0
46,1.5384615384615385
47,1.1666666666666667
48,1.3333333333333333
49,1.1428571428571428
50,1.4166666666666667
51,1.0
52,1.0
53,1.0
54,2.685185185185185
55,1.3636363636363635
56,1.1044776119402986
57,1.183673469387755
58,2.3
59,3.0
60,1.3076923076923077
61,1.0476190476190477
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0909090909090908
67,1.0
68,1.0
69,1.0476190476190477
70,1.0909090909090908
71,1.6666666666666667
72,1.0
73,1.4646464646464648
74,1.0
75,1.0
76,1.0
77,1.0
78,1.03125
79,1.0
80,1.25
81,1.2333333333333334
82,1.1111111111111112
83,1.0
84,1.0727272727272728
85,1.0
86,1.0555555555555556
87,1.2
88,1.3524590163934427
89,1.2280701754385965
90,1.0
91,1.0
92,1.1153846153846154
93,1.0
94,1.75
95,1.0
96,1.0
97,1.0625
98,1.0416666666666667
99,1.7758620689655173
100,2.8125
101,1.0
102,1.0
103,1.0
104,1.0
105,1.0
106,1.0
107,1.4150943396226414
108,1.0
109,1.0
110,1.0
111,1.0
112,1.0
113,1.0
114,1.0
115,1.0
116,1.0
117,1.0
118,1.5242718446601942
119,1.0
120,1.0
121,1.0
122,1.0
123,1.0
124,1.1111111111111112
125,1.0909090909090908
126,1.0
127,1.0
128,1.0
129,1.0
130,1.0
131,1.0
132,1.0
133,2.6666666666666665
134,1.0
135,1.0
136,1.0
137,1.1
138,1.0
139,1.0
140,1.0
141,1.0
142,1.0
143,1.0
144,1.3333333333333333
145,1.3333333333333333
146,1.0
147,1.0
148,1.1111111111111112
149,1.0
150,1.0
151,1.0
152,1.6
153,1.0
154,1.0
155,1.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.0
161,1.0
162,2.0
163,1.0833333333333333
164,1.0769230769230769
165,1.0
166,1.0
167,1.0
168,1.0
169,1.0
170,1.0
171,1.0851063829787233
172,1.0
173,1.5
174,1.68
175,2.4814814814814814
176,1.2
177,1.0
178,1.0
179,1.0
180,1.5
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,1.0
188,1.0
189,1.0
190,1.0
191,0.8888888888888888
192,1.0
193,1.0
194,1.0
195,1.3333333333333333
196,1.0
197,1.3076923076923077
198,1.027027027027027
199,1.0
200,1.0
201,1.0
202,1.0909090909090908
203,1.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.048780487804878
209,1.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.231578947368421
219,1.0545454545454545
220,1.0
221,1.0483870967741935
222,1.1111111111111112
223,1.0
224,1.1818181818181819
225,1.0
226,1.0
227,1.0
228,1.0
229,1.0
230,1.3333333333333333
231,1.0434782608695652
232,1.0
233,1.1111111111111112
234,0.6
235,0.6
236,1.0909090909090908
237,1.25
238,1.0
239,1.2272727272727273
240,1.0
241,1.0
242,1.0
243,1.0
244,1.0
245,1.0
246,1.064516129032258
247,1.0
248,1.1666666666666667
249,1.0
250,1.0
251,1.0
252,1.1818181818181819
253,1.1875
254,1.0
255,1.4545454545454546
256,2.0
257,1.0
258,1.0
259,1.0
260,1.5
261,1.0
262,1.0
263,1.0
264,1.0
265,1.0
266,1.0
267,1.0
268,1.0
269,1.0
270,1.1538461538461537
271,1.0
272,1.0
273,1.0
274,1.5846153846153845
275,1.0
276,1.0
277,1.0714285714285714
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,1.0
285,1.0
286,1.0
287,1.0
288,1.0
289,1.0
290,1.0
291,1.0
292,1.0
293,1.0
294,1.0
295,1.131578947368421
296,1.0
297,1.08
298,1.0
299,1.0
300,1.0
301,1.1428571428571428
302,1.1
303,1.0
304,1.0
305,1.0
306,1.0
307,1.0
308,1.0
309,2.0
310,1.0
311,1.0
312,1.0
313,1.0
314,1.0
315,1.0
316,1.0
317,1.2
318,1.0
319,1.0
320,1.0
321,1.0
322,1.0
323,1.0
324,1.0
325,1.0
326,1.0
327,1.1764705882352942
328,1.0
329,1.0
330,1.0
331,1.0
332,1.0
333,1.0
334,1.0
335,1.0
336,1.0
337,1.125
338,1.0
339,1.0
340,1.0
341,1.0
342,1.0
343,1.1
344,1.0
345,0.875
346,1.0833333333333333
347,1.0566037735849056
348,1.0
349,1.0
350,1.0
351,1.0
352,1.0
353,1.0
354,1.0
355,1.0
356,1.0
357,1.0
358,1.0
359,1.0
360,1.0
361,1.032258064516129
362,1.0
363,1.0
364,1.12
365,1.0
366,1.0
367,1.0
368,1.0
369,1.0
370,1.0
371,1.0
372,2.0
373,1.0
374,1.1
375,1.05
376,1.0
377,1.0
378,1.0
379,1.0416666666666667
380,1.5
381,1.0
382,1.0
383,1.0
384,1.0
385,1.0
386,1.0
387,2.0
388,1.0
389,1.0
390,1.0
391,1.0
392,1.0256410256410255
393,1.0
394,1.0
395,1.0
396,1.0895522388059702
397,1.2941176470588236
398,1.0
399,1.0
400,1.0
401,1.0
402,1.0833333333333333
403,1.1538461538461537
404,1.0
405,1.0
406,1.0
407,1.0
408,1.0
409,1.0
410,1.0
411,1.0909090909090908
412,1.0
413,1.0
414,1.0
415,1.1690140845070423
416,1.0
417,1.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,1.0833333333333333
424,1.0
425,1.0
426,1.0
427,1.0
428,1.0666666666666667
429,1.2727272727272727
430,1.14
431,1.0
432,1.0
433,1.0
434,1.0
435,1.0
436,1.0
437,1.0
438,1.0416666666666667
439,1.0
440,1.2
441,1.7
442,1.0
443,1.0
444,1.0
445,1.0
446,1.0
447,1.0
448,1.0
449,1.0
450,1.0
451,1.0
452,1.0
453,1.0
454,1.0
455,1.0
456,1.0
457,1.0
458,1.3
459,0.8823529411764706
460,3.042194092827004
461,1.125
462,1.0
463,1.0344827586206897
464,1.1333333333333333
465,1.0
466,1.0
467,1.0
468,1.0
469,1.0434782608695652
470,1.0
471,1.1071428571428572
472,1.0
473,1.0
474,1.0
475,1.0
476,1.0
477,1.0
478,1.0
479,1.0
480,1.0
481,1.0
482,1.0
483,1.0
484,1.0689655172413792
485,1.0
486,1.0952380952380953
487,1.0
488,1.0
489,1.24
490,1.0
491,1.0
492,1.0
493,1.0
494,1.0
495,1.0
496,1.0
497,1.0
498,3.0
499,1.0
500,1.0
501,1.0
502,1.0
503,1.0
504,1.5625
505,1.0833333333333333
506,1.0454545454545454
507,1.0
508,1.1428571428571428
509,1.0
510,1.0
511,1.0
512,1.0
513,1.0
514,1.0
515,1.0
516,1.0
517,1.0
518,1.0
519,1.0
520,1.0
521,1.2625
522,1.0
523,1.0
524,1.0
525,1.0909090909090908
526,1.0357142857142858
527,1.0
528,1.0
529,1.0
530,1.0
531,1.0952380952380953
532,1.0
533,1.0
534,1.0
535,1.0
536,1.1428571428571428
537,1.0
538,1.3529411764705883
539,1.0
540,1.7391304347826086
541,1.0
542,1.1176470588235294
543,1.0
544,1.0
545,1.0
546,1.0
547,1.0
548,1.0
549,1.0
550,1.0
551,1.0
552,1.2424242424242424
553,1.0
554,1.0
555,1.0
556,1.0
557,1.0
558,1.0
559,1.0
560,1.0
561,1.2765957446808511
562,1.0
563,1.0
564,1.0
565,1.0
566,1.0
567,1.0
568,1.0
569,1.0
570,1.0
571,1.0
572,1.0
573,1.0
574,1.0
575,1.0
576,1.0
577,1.0
578,8.333333333333334
579,1.0
580,1.0
581,1.0
582,1.0
583,1.0
584,1.0
585,1.0
586,1.1428571428571428
587,1.375
588,1.5526315789473684
589,1.0
590,1.0
591,1.0
592,1.1428571428571428
593,1.0
594,1.1
595,1.1111111111111112
596,1.0
597,1.0
598,1.0
599,1.0
600,1.0
601,1.0
602,1.0
603,1.0
604,1.0
605,1.0
606,1.0
607,1.0
608,1.0
609,1.0
610,1.0
611,1.0
612,1.0
613,1.0
614,1.0
615,1.3333333333333333
616,1.0
617,1.0
618,1.0
619,1.0
620,1.0
621,1.0
622,1.0
623,1.5454545454545454
624,1.0
625,1.0
