Id,item_cnt_month
0,1.0
1,1.3107492866564427
2,1.0661976911976911
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.3107492866564427
9,1.1
10,1.1452105608998349
11,1.8
12,1.0
13,1.091535409035409
14,1.1028305294680476
15,1.0760333177791175
16,1.1
17,1.0
18,1.2361588265535637
19,1.3602380952380952
20,1.117137697530171
21,1.0
22,1.1354156040245902
23,1.026351733796967
24,1.098815987933635
25,1.0666666666666669
26,1.0
27,1.0552400793650794
28,1.0695256497888077
29,1.3158757908757912
30,0.9152949217964699
31,1.0436930885206748
32,1.0569506642782505
33,1.0924946762121985
34,1.0
35,0.915
36,0.3933333333333333
37,1.1284574240912915
38,1.0
39,1.0
40,1.0
41,1.0832842864590813
42,1.1106531281736398
43,1.247757839071892
44,1.3433333333333333
45,1.0
46,1.5427685216602043
47,1.2092857142857143
48,1.243809523809524
49,1.1325199615199617
50,1.5336242189183364
51,1.0291666666666668
52,1.0
53,1.0
54,2.599931068212289
55,1.4247852147852147
56,1.1183882658063233
57,1.184895703418361
58,2.1819444444444445
59,3.3717171717171723
60,1.2130661495367376
61,1.0556932773109242
62,1.0
63,1.0166666666666666
64,1.0166666666666666
65,1.0
66,1.0853950026581605
67,1.0050000000000001
68,1.0
69,1.0420330497962076
70,1.0453748006379586
71,1.3733333333333335
72,1.0
73,1.518713630500924
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0249249249249248
79,1.0
80,1.203902763902764
81,1.2329488033390532
82,1.0692857142857144
83,1.0
84,1.0633649804427687
85,0.9949709383457341
86,1.062218189952126
87,1.1866666666666668
88,1.32300140919726
89,1.2647067771272773
90,1.0
91,1.0
92,1.1070100038850037
93,1.0
94,1.65239898989899
95,1.0
96,1.0
97,1.0480952380952382
98,1.0473448363230973
99,1.9417225594541125
100,2.4078040876074764
101,1.0666666666666669
102,1.0
103,1.1
104,1.0
105,1.0
106,1.0
107,1.3470212627604325
108,1.0
109,1.0
110,1.0
111,1.0
112,1.0
113,1.0
114,1.0
115,1.0
116,1.0
117,1.0
118,1.4521140141446627
119,1.0
120,1.0
121,1.0
122,1.0
123,1.0
124,1.128932178932179
125,1.0976495215311004
126,1.0
127,1.0333333333333334
128,1.0
129,1.0
130,1.0
131,1.0
132,1.0363636363636364
133,2.1783333333333332
134,1.0
135,1.28
136,1.0
137,1.093089133089133
138,1.0
139,1.0
140,1.0
141,1.0
142,1.0
143,1.0
144,1.453030303030303
145,1.453030303030303
146,1.0
147,1.0
148,1.1075
149,1.04375
150,1.0
151,1.0
152,1.429381313131313
153,1.0
154,1.0
155,1.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.05
161,1.0
162,1.3
163,1.1067539420035086
164,1.1013958916900093
165,1.0
166,1.0
167,1.0
168,1.0
169,1.0
170,1.0
171,1.1087177974414328
172,1.0
173,1.5628062804068996
174,1.4805295188246506
175,2.7142830412177057
176,1.2464880952380952
177,1.0
178,1.0
179,1.0
180,1.45
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0142857142857142
186,1.0
187,1.0
188,1.0
189,1.0166666666666666
190,0.9381432748538012
191,0.9276169590643274
192,1.0
193,1.0
194,1.0
195,1.1439560439560439
196,1.0
197,1.2897937762784983
198,1.0174092676224107
199,1.02
200,1.02
201,1.02
202,1.0679279054279054
203,1.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.0405803919832242
209,1.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.2417040777161508
219,1.037112000953034
220,1.0
221,1.0433492203438397
222,1.1444094794094792
223,1.0
224,1.1944514394560197
225,1.0
226,1.0
227,0.8366666666666666
228,1.0
229,1.0
230,1.2533333333333334
231,1.0755483302275697
232,1.0
233,1.0888492063492063
234,0.7076190476190476
235,0.6676190476190476
236,1.1116305916305915
237,1.2642826574496382
238,1.0
239,1.2454027483238008
240,1.0
241,1.0
242,1.0
243,0.8366120218579234
244,1.0
245,1.0
246,1.0883740848307277
247,1.0
248,1.1216350175692598
249,1.0
250,1.0
251,1.0
252,1.204973604826546
253,1.1997310059035902
254,1.0
255,1.3639826839826843
256,1.7
257,1.0
258,1.0
259,1.0
260,1.3566666666666667
261,1.0
262,1.0
263,1.0
264,1.0
265,1.0
266,1.0
267,1.0
268,1.0
269,1.0
270,1.1263167388167388
271,1.0
272,1.0
273,1.0
274,1.6211594516948054
275,1.0
276,1.0
277,1.0862925568859034
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,1.0
285,1.0105263157894737
286,1.0
287,1.0
288,1.0
289,1.0
290,1.0
291,1.0
292,1.0
293,1.0
294,1.0
295,1.1191948532704423
296,1.0
297,1.1171624703842196
298,1.0
299,1.0
300,1.0
301,1.102388514020093
302,1.1204845154845153
303,1.0
304,1.0
305,1.0
306,1.0
307,1.0
308,1.0
309,1.8
310,1.0
311,1.0
312,1.0
313,1.0
314,1.0
315,1.0
316,1.0
317,1.3033333333333332
318,1.0
319,1.0
320,1.0
321,1.0
322,1.0
323,1.0
324,1.0
325,1.0
326,1.0
327,1.1867997198879552
328,1.0598214285714287
329,1.0
330,1.2
331,1.0
332,1.0
333,1.0
334,1.0
335,1.0
336,1.0
337,1.1288095238095237
338,1.0
339,1.0
340,1.0
341,1.0
342,1.0
343,1.0843864468864468
344,1.0
345,0.8424896800825593
346,1.0835186287438625
347,1.0699477824952432
348,1.0
349,1.0
350,1.0
351,1.0
352,1.0
353,1.0
354,1.0
355,1.0
356,1.0
357,1.0
358,1.0
359,1.0
360,1.0
361,1.0251536195286195
362,1.0
363,1.0
364,1.1471976950767275
365,1.0
366,1.0
367,1.0
368,1.0
369,1.0
370,1.0
371,1.1
372,1.7
373,1.0
374,1.0591141853315766
375,1.0356767720583508
376,1.0
377,1.0
378,1.0
379,1.0173030890422194
380,1.358030303030303
381,1.0
382,1.0
383,1.0
384,1.0
385,1.0
386,1.0
387,1.6
388,1.0
389,1.0
390,1.0
391,1.0
392,1.018502302436126
393,1.0
394,1.0
395,1.0264705882352942
396,1.1034195107255702
397,1.3615944599933376
398,1.0
399,1.0
400,1.0
401,1.0
402,1.0597435897435896
403,1.14015522875817
404,1.0
405,1.0
406,1.0
407,1.0
408,1.0
409,1.0
410,1.0
411,1.113222049689441
412,1.0
413,1.0
414,1.0
415,1.1677386497705338
416,1.0
417,1.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,1.1102594627594629
424,1.0
425,1.0
426,1.0
427,1.0
428,1.0475102192493497
429,1.3275274725274724
430,1.1954827225322862
431,1.0
432,1.0
433,1.0
434,1.0
435,1.0
436,1.0
437,1.0
438,1.0560618085618085
439,1.0
440,1.127738095238095
441,1.7525793650793648
442,1.0
443,1.0
444,1.0025
445,1.0
446,1.0
447,1.0
448,1.0
449,1.0
450,1.0
451,1.0
452,1.0
453,1.0
454,1.0
455,1.0
456,1.0
457,1.0
458,1.3635592185592185
459,0.8970238095238094
460,3.050322806001545
461,1.088442586399108
462,1.0
463,1.059271645021645
464,1.1621330534212901
465,1.0
466,1.0
467,1.0
468,1.0
469,1.0536511620563345
470,1.0
471,1.0855498575498577
472,1.0
473,1.0
474,1.0
475,1.0
476,1.0
477,1.0
478,1.0
479,1.0
480,1.0
481,1.0285714285714285
482,1.0
483,1.006896551724138
484,1.0537832401990617
485,1.0
486,1.0934459484409542
487,1.0
488,1.0
489,1.204890624446965
490,1.0
491,1.0
492,1.0
493,1.0
494,1.0
495,1.0
496,1.0
497,1.0
498,2.870952380952381
499,1.0
500,1.0
501,1.0
502,1.0
503,1.0
504,1.8166871140555352
505,1.0905982905982907
506,1.0384057971014493
507,1.0
508,1.102063492063492
509,1.0
510,1.0
511,1.0
512,1.0
513,1.0
514,1.0
515,1.0
516,1.0
517,1.0
518,1.0
519,1.0
520,1.0
521,1.27795037333451
522,1.0
523,1.0
524,1.0
525,1.142272727272727
526,1.0297971253280997
527,1.0
528,1.0
529,1.0
530,1.0
531,1.0817236467236466
532,1.0
533,1.0
534,1.0
535,1.0
536,1.2554761904761904
537,1.0
538,1.3576171688591796
539,1.0
540,1.6601215207669644
541,1.0
542,1.10662134876834
543,1.0
544,1.0
545,1.0
546,1.0
547,1.0
548,1.0
549,1.0
550,1.0
551,1.0
552,1.2140609567388592
553,1.0
554,1.0
555,1.0
556,1.0
557,1.0
558,1.0
559,1.0
560,1.0
561,1.2736513136825034
562,1.0
563,1.0334427609427608
564,1.0354136604136603
565,1.0
566,1.0
567,1.0
568,1.0
569,1.0
570,1.0
571,1.0
572,1.0
573,1.0
574,1.0
575,1.0
576,1.0
577,1.0
578,5.475980392156863
579,1.0
580,1.0
581,1.0
582,1.0
583,1.0
584,1.0
585,1.0
586,1.079563492063492
587,1.3278641456582634
588,1.5131432913114558
589,1.0
590,1.0
591,1.0
592,1.1176325486108094
593,1.0
594,1.0741666666666667
595,1.1018635977875109
596,1.0
597,1.0
598,1.0
599,1.0
600,1.0
601,1.0
602,1.0
603,1.0
604,1.0
605,1.0
606,1.0
607,1.0
608,1.0
609,1.0
610,1.0
611,1.0
612,1.0
613,1.0
614,1.0
615,1.374935064935065
616,1.0
617,1.0
618,1.0
619,1.0166666666666668
620,1.0
621,1.089563492063492
622,1.3
623,1.430879120879121
624,1.0
625,1.0
626,1.0
627,1.0
628,1.0
629,1.0
630,1.0
631,1.0
632,1.0
633,0.8707142857142858
634,1.045402504472272
635,1.0
636,1.0
637,1.0
638,1.0666609512778245
639,1.0
640,1.0
641,1.0
642,1.0
643,0.9958333333333332
644,1.0
645,1.0
646,1.0
647,1.0
648,1.0
649,1.0
650,1.0
651,1.0717453379953379
652,1.0
653,1.0
654,1.0806535947712417
655,1.0
656,1.0
657,1.0
658,1.0
659,1.0
660,1.0
661,1.0
662,1.1366666666666667
663,1.0273941216829148
664,1.0
665,1.2316889591516982
666,1.0
667,1.0
668,1.0
669,1.0
670,1.0
671,1.0
672,1.3155372405372405
673,1.0053926365460049
674,1.0066666666666666
675,1.0066666666666666
676,1.3476190476190477
677,1.0052380952380953
678,1.0
679,1.0686147186147186
680,1.0
681,1.0
682,1.7106418656448668
683,1.0
684,1.0
685,1.0
686,1.0
687,1.0
688,1.0
689,1.0
690,1.0
691,1.0
692,1.0
693,1.0
694,1.0
695,1.0
696,1.0
697,1.0
698,1.0
699,1.0
700,1.0
701,1.0
702,1.0
703,1.131547619047619
704,1.0
705,1.0
706,1.0
707,1.0
708,1.4166666666666665
709,1.076417589532957
710,1.0
711,1.0
712,1.0
713,1.2280555555555555
714,1.0
715,1.0
716,1.0
717,1.1
718,1.0
719,1.0
720,1.0
721,1.0
722,1.0
723,1.0471942920873611
724,1.0
725,1.0
726,1.0
727,1.0
728,1.0
729,1.0
730,1.0
731,0.5714285714285715
732,1.0619305293183001
733,1.0
734,1.0
